,Applicant ID,Application Date,Age,Cibil Score,Loan Type,Loan Amount,Interest Rate,Date Open,Date Close,EMI Amount,Credit Limit,Current Balance,dpd String,High Credit Amount,Postalcode
574,8006,24-03-2023,22,492,Personal Loan,747664,10.55,27-02-2023,28-12-2023,78878.55,31233,29265,"30,0,0,120,0,0,0,120,0,30,120,60,150,30,120,0,0,120,0,60,0,180,0,0,0,180,120,150,120,0",24230,68201
575,1848,25-03-2023,52,801,Home Loan,335397,6.99,07-05-2023,09-08-2023,23444.25,10117,36,"90,0,0,180,0,0,0,0,30,150,0,0,0,0,0,90,90,0,60,150,0,0,0,60,0,30,0,0,0,0",6578,65475
576,2766,25-10-2022,41,333,Home Loan,804847,14.7,15-09-2022,08-02-2024,118312.51,47645,41744,"0,0,30,150,0,0,120,0,180,0,0,30,0,0,180,90,60,0,150,0,0,0,0,0,30,0,0,0,180,60",36922,82083
577,1306,18-05-2023,30,838,Home Loan,706622,11.06,20-12-2022,25-03-2024,78152.39,75775,34587,"0,0,120,0,180,0,150,150,120,0,120,0,0,0,0,60,0,150,0,0,180,90,0,0,0,0,150,0,0,0",296,97870
578,7810,07-12-2022,42,881,Auto Loan,522980,9.04,11-03-2023,12-02-2024,47277.39,95280,69818,"0,60,120,180,0,0,0,0,90,0,0,0,30,30,90,0,0,0,90,0,120,0,90,0,30,30,0,30,0,0",59864,13585
579,5565,02-07-2022,22,482,Personal Loan,158010,14.98,03-03-2023,27-10-2023,23669.9,74300,55101,"0,0,90,0,0,0,0,150,0,0,0,0,90,0,120,180,0,60,150,0,0,0,0,0,90,0,120,0,0,90",8986,57293
580,2666,21-12-2022,22,772,Personal Loan,610123,11.95,12-11-2022,02-07-2023,72909.7,83216,53939,"120,0,150,60,0,60,180,0,0,0,0,30,0,90,0,30,0,0,120,120,0,60,0,30,0,150,0,90,60,0",54354,45364
581,1745,04-11-2022,56,698,Personal Loan,158032,11.04,22-11-2022,12-04-2024,17446.73,18287,3834,"0,180,90,30,90,30,0,0,180,0,0,150,0,0,0,0,0,0,0,0,0,180,0,0,180,0,60,0,0,0",466,27928
582,1547,31-07-2022,57,697,Auto Loan,589391,9.13,12-02-2023,27-11-2023,53811.4,47611,43553,"0,90,0,30,0,120,90,0,0,0,0,0,150,0,0,30,0,150,0,0,0,0,0,0,150,0,0,30,120,0",6862,85947
583,1562,24-03-2023,40,410,Personal Loan,598778,11.04,18-04-2023,09-04-2024,66105.09,72643,36609,"0,0,0,0,0,60,30,0,150,0,0,0,0,0,0,0,0,0,0,150,0,0,30,0,60,30,150,0,0,0",51708,78881
584,3994,12-09-2022,50,811,Personal Loan,622453,7.54,21-05-2023,11-09-2023,46932.96,81685,12642,"180,30,90,0,0,60,90,180,0,0,90,90,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,180,150",39141,42036
585,9905,03-02-2023,22,304,Auto Loan,581967,14.43,15-08-2022,05-04-2024,83977.84,3288,2503,"120,0,60,0,150,0,150,0,0,0,0,90,0,0,0,0,0,120,0,0,0,120,180,0,0,0,0,150,0,150",1390,16980
586,7861,30-07-2022,47,639,Personal Loan,776014,11.31,15-10-2022,03-05-2024,87767.18,16668,1433,"0,0,0,0,0,0,0,0,90,180,0,60,0,0,0,180,180,180,0,60,60,0,0,90,0,0,60,0,120,30",8178,23454
587,1233,26-02-2023,57,508,Personal Loan,387732,9.06,27-12-2022,08-02-2024,35128.52,75501,54771,"30,0,180,30,0,180,150,0,90,150,0,0,60,30,0,90,0,150,60,0,60,0,90,0,0,0,120,0,0,30",12209,90159
588,7487,02-12-2022,56,575,Personal Loan,358046,13.7,23-07-2022,11-12-2023,49052.3,94511,79525,"30,30,150,0,0,0,0,0,180,0,0,0,30,0,0,0,0,0,0,120,0,0,0,0,90,0,0,0,0,0",11142,12554
589,5679,05-12-2022,35,745,Auto Loan,84790,8.71,17-08-2022,15-10-2023,7385.21,25228,5414,"120,0,0,0,180,120,120,0,60,0,0,0,0,0,0,180,0,0,0,0,30,0,120,60,0,150,120,180,180,120",1516,71855
590,9687,14-01-2023,44,459,Home Loan,723239,12.79,01-12-2022,18-09-2023,92502.27,33371,27171,"0,120,0,0,150,30,60,0,0,180,0,0,150,30,0,0,30,0,60,0,0,0,150,30,90,0,0,0,60,0",4186,90894
591,3085,01-10-2022,35,355,Auto Loan,946210,6.2,17-04-2023,12-07-2023,58665.02,30896,5973,"120,0,0,0,0,90,90,0,0,150,0,0,0,0,0,0,120,0,0,0,150,150,0,60,120,0,0,0,90,90",6772,13447
592,8815,14-12-2022,34,522,Personal Loan,111293,8.34,11-05-2023,31-01-2024,9281.84,41820,13867,"60,0,150,60,0,0,0,0,120,0,180,0,0,0,0,0,0,180,0,150,0,180,120,90,0,0,180,180,0,0",21840,44080
593,1423,22-10-2022,25,886,Home Loan,143081,9.83,06-08-2022,06-07-2023,14064.86,57341,5931,"0,180,180,150,90,0,0,150,0,0,150,90,0,0,0,0,0,0,0,0,180,60,180,0,90,180,0,0,0,90",3186,75609
594,3921,21-05-2023,20,351,Auto Loan,400707,7.49,02-06-2023,28-05-2024,30012.95,36161,18699,"0,120,180,60,0,0,0,0,180,0,0,0,0,90,0,0,0,180,0,60,0,120,60,90,180,30,0,0,120,0",30756,97621
595,5774,17-02-2023,59,604,Home Loan,451931,11.48,10-06-2023,23-04-2024,51881.68,84429,42538,"180,0,120,0,0,0,90,0,0,0,0,0,0,120,180,0,0,60,0,0,0,180,0,150,30,180,0,0,0,0",67811,50001
596,3110,02-03-2023,38,474,Home Loan,229924,6.2,25-01-2023,19-06-2024,14255.29,95520,90100,"30,60,60,0,30,0,0,90,0,60,90,60,0,0,60,0,0,0,0,150,0,0,30,0,0,0,0,0,0,0",52295,92176
597,8997,04-04-2023,52,353,Auto Loan,578626,12.25,25-02-2023,17-12-2023,70881.68,6769,1872,"0,0,30,150,0,0,0,30,0,60,150,90,0,0,0,60,0,180,60,0,120,0,0,0,0,120,0,0,0,0",3251,46415
598,2919,17-07-2022,45,522,Personal Loan,115041,7.47,30-08-2022,04-01-2024,8593.56,79989,31201,"150,0,0,0,0,60,0,0,120,0,0,0,0,0,0,60,180,0,0,0,60,0,0,60,0,90,0,0,0,90",61669,62534
599,8407,22-03-2023,48,725,Home Loan,523149,10.1,05-09-2022,27-09-2023,52838.05,58566,53892,"0,0,0,60,0,30,120,180,0,0,60,120,90,60,150,150,0,120,0,30,120,180,0,0,0,150,30,0,180,0",2607,50444
600,9647,20-06-2022,56,391,Auto Loan,695270,8.81,04-03-2023,19-02-2024,61253.29,23146,6660,"0,0,0,0,0,0,0,0,120,0,150,120,0,0,0,0,0,60,120,120,0,0,0,0,0,180,0,0,0,180",17006,69644
601,3561,20-07-2022,26,325,Home Loan,207151,11.52,24-04-2023,06-12-2023,23863.8,58885,58757,"0,90,180,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,150,90,30,0,0,0,120,150,150,90,120,180",48478,24057
602,7404,04-07-2022,57,533,Personal Loan,488953,11.07,19-02-2023,13-03-2024,54127.1,39204,29646,"0,0,0,0,120,0,180,30,150,0,180,120,0,0,120,30,150,0,0,0,0,30,0,0,0,0,0,0,180,0",23458,51474
603,5389,29-08-2022,24,852,Home Loan,215200,10.71,07-01-2023,23-05-2024,23047.92,43887,4346,"0,0,90,30,0,0,0,90,0,150,0,90,0,30,90,0,0,0,30,0,0,120,0,0,150,0,150,150,150,60",42777,21075
604,8665,21-12-2022,38,792,Personal Loan,764610,11.68,26-10-2022,02-04-2024,89306.45,58804,27590,"60,0,0,0,0,0,120,0,0,30,0,0,0,0,0,0,120,0,0,0,90,0,0,60,0,0,0,30,0,0",23281,15393
605,1749,22-10-2022,24,871,Personal Loan,878916,7.71,13-05-2023,27-07-2023,67764.42,64425,27544,"180,0,0,180,0,0,0,0,0,0,0,150,120,0,30,0,0,120,60,120,0,180,0,0,0,0,0,60,30,120",32124,71128
606,8755,12-01-2023,55,716,Home Loan,498939,14.87,17-08-2022,01-05-2024,74192.23,49295,29827,"0,0,0,0,0,0,0,180,0,0,90,0,0,0,0,0,90,150,0,0,0,0,0,0,30,30,0,30,120,30",13181,23034
607,7651,30-11-2022,33,495,Personal Loan,124658,13.29,04-08-2022,25-09-2023,16567.05,6019,5955,"30,150,90,150,0,90,0,150,90,60,0,0,30,120,0,90,0,120,0,150,120,60,0,30,0,90,0,0,0,0",364,58444
608,3759,13-05-2023,36,625,Home Loan,169150,9.35,07-02-2023,09-12-2023,15815.52,4327,2894,"150,180,0,120,0,30,60,0,60,0,0,90,150,30,0,120,60,120,0,180,120,0,0,0,0,0,0,0,90,0",3232,87703
609,7140,29-11-2022,27,527,Personal Loan,383016,13.21,10-05-2023,19-10-2023,50596.41,62912,6754,"0,90,0,0,0,0,0,60,0,0,150,0,0,0,60,0,150,30,60,0,0,0,180,0,0,0,90,60,0,120",21971,24621
610,7046,09-03-2023,39,702,Personal Loan,359589,5.22,01-08-2022,12-07-2023,18770.55,21714,11098,"0,180,0,0,0,0,30,30,30,0,0,0,0,0,0,0,30,150,0,150,0,0,180,0,0,0,0,60,30,0",9674,84455
611,9488,27-01-2023,59,788,Home Loan,734282,14.54,02-01-2023,08-04-2024,106764.6,42483,42044,"150,0,120,0,0,60,0,0,0,0,180,0,0,60,0,0,60,60,0,0,0,150,0,90,0,0,0,150,30,30",20801,76967
612,4209,24-12-2022,52,369,Auto Loan,579260,14.79,09-03-2023,21-03-2024,85672.55,28390,10684,"150,0,150,180,0,0,0,180,0,0,0,0,0,0,30,0,60,30,0,0,60,0,0,0,0,0,180,90,0,150",8082,15002
613,5252,06-05-2023,42,655,Auto Loan,137151,9.42,23-02-2023,09-01-2024,12919.62,24343,1947,"120,150,90,30,0,0,30,0,0,0,0,0,150,0,0,90,0,0,0,0,30,0,90,120,180,120,0,180,0,30",10130,85096
614,9162,05-08-2022,50,681,Home Loan,856946,10.21,15-12-2022,27-07-2023,87494.19,22507,17524,"0,0,180,60,0,30,120,0,0,120,0,90,180,0,60,0,90,0,0,0,0,0,0,180,0,150,120,90,90,90",13097,18190
615,3870,29-10-2022,55,356,Auto Loan,764703,7.2,23-12-2022,21-04-2024,55058.62,31282,20808,"0,0,0,90,180,0,180,180,0,0,30,0,0,0,60,0,90,120,0,0,0,0,180,0,0,180,150,0,90,0",26623,71815
616,2002,05-03-2023,37,421,Personal Loan,139212,6.41,02-06-2023,29-05-2024,8923.49,13565,4321,"0,30,0,90,90,0,0,180,0,120,0,60,0,0,90,0,0,0,180,0,150,0,0,90,0,0,0,0,120,0",3394,88834
617,2170,20-02-2023,48,881,Home Loan,971813,7.67,27-11-2022,28-04-2024,74538.06,23250,14552,"180,0,30,120,0,30,0,0,120,30,0,0,0,90,120,0,120,0,120,150,0,150,0,60,0,30,120,0,120,30",15887,32392
618,9681,22-10-2022,48,549,Home Loan,121898,5.54,21-05-2023,25-12-2023,6753.15,57598,13292,"120,0,90,120,180,0,120,0,150,0,60,0,0,0,0,120,30,0,0,0,0,120,0,0,0,150,0,120,30,0",46329,79246
619,5671,27-12-2022,57,300,Home Loan,864662,13.1,28-03-2023,20-12-2023,113270.72,98245,83573,"0,0,90,0,30,0,60,120,0,0,0,30,0,150,0,150,0,0,0,150,120,0,0,60,150,0,0,0,0,0",62475,74111
620,2851,14-05-2023,34,367,Home Loan,936302,10.54,07-05-2023,23-09-2023,98686.23,10889,3360,"0,0,0,120,0,0,0,0,0,180,60,0,0,0,120,0,0,90,0,0,0,60,120,0,0,0,0,150,0,180",2760,44512
621,8255,21-02-2023,20,759,Personal Loan,875091,10.69,01-05-2023,06-06-2024,93547.23,5151,3569,"0,180,0,0,150,0,0,90,120,60,0,0,0,150,120,60,0,0,120,0,0,0,30,150,0,0,0,0,150,90",1141,39040
622,9513,30-10-2022,28,442,Home Loan,85166,6.49,11-09-2022,29-04-2024,5527.27,12188,1064,"0,60,0,0,30,0,90,150,120,120,60,0,30,30,30,180,0,60,150,150,0,0,0,0,0,90,0,60,0,0",7950,40816
623,5108,04-07-2022,38,411,Personal Loan,362375,7.08,21-01-2023,12-02-2024,25656.15,1101,217,"90,0,120,120,0,150,0,0,30,0,120,180,0,0,60,0,0,0,0,0,0,0,0,0,90,30,0,0,0,120",295,65341
624,2763,28-02-2023,36,784,Personal Loan,225023,14.63,25-12-2022,21-06-2023,32920.86,1717,1230,"120,0,30,60,150,180,0,180,0,150,0,0,0,150,60,0,0,30,0,0,0,0,0,0,0,0,180,60,0,0",1435,96426
625,9588,05-10-2022,31,893,Auto Loan,604790,11.47,14-12-2022,10-09-2023,69369.41,46021,8763,"120,90,0,0,0,0,0,0,0,0,180,0,0,0,0,90,0,0,0,0,0,0,120,0,0,0,0,0,0,0",41590,10392
626,9132,16-09-2022,44,667,Home Loan,13555,10.04,26-04-2023,02-06-2024,1360.92,43284,35298,"0,120,150,30,150,0,0,0,0,30,0,0,0,0,0,0,150,0,0,0,120,180,180,0,180,0,150,0,0,0",23851,66375
627,6253,31-08-2022,28,442,Auto Loan,261961,6.52,15-11-2022,15-12-2023,17079.86,9688,9058,"0,0,90,0,120,0,0,30,0,180,60,0,90,0,0,0,0,0,0,0,0,0,0,0,30,0,120,0,0,0",174,42821
628,9625,25-01-2023,41,625,Home Loan,357171,13.85,25-12-2022,20-08-2023,49468.18,16286,2770,"150,0,0,0,120,0,0,0,0,150,0,120,0,0,60,0,0,90,120,150,60,0,0,150,0,30,0,180,0,0",1158,16300
629,7653,05-11-2022,22,774,Home Loan,991225,6.56,02-09-2022,07-12-2023,65024.36,20207,9151,"0,0,0,90,0,0,0,90,0,90,0,0,0,0,0,0,60,0,0,60,0,0,0,30,120,30,0,0,0,120",1311,99641
630,1782,24-11-2022,29,882,Personal Loan,891014,9.38,05-12-2022,26-08-2023,83577.11,72258,34740,"0,90,0,0,0,0,90,0,0,0,150,180,0,30,0,150,180,0,0,120,0,0,0,0,0,150,0,90,0,0",65720,30601
631,6493,25-05-2023,47,635,Home Loan,395511,8.8,29-05-2023,24-02-2024,34804.97,8603,6679,"0,0,0,0,30,120,0,0,0,30,180,0,90,0,0,0,0,0,0,0,0,180,60,60,0,60,30,0,60,0",1384,79145
632,8833,19-12-2022,23,714,Home Loan,955535,8.16,23-11-2022,17-05-2024,77971.66,98568,22015,"0,60,0,120,0,0,0,0,0,0,0,150,0,0,0,0,0,0,180,150,150,90,180,0,0,60,0,180,150,0",34302,68023
633,5374,23-12-2022,20,593,Personal Loan,312947,6.57,12-04-2023,10-08-2023,20560.62,20124,5252,"0,120,0,0,180,0,60,60,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,150,0",15351,30183
634,6946,21-05-2023,45,600,Personal Loan,923624,13.65,24-10-2022,19-06-2024,126074.68,76169,13384,"150,30,180,60,0,0,0,0,90,30,60,30,0,0,30,0,0,0,0,120,30,0,0,180,60,0,0,150,0,0",67103,98307
635,9829,05-03-2023,54,693,Auto Loan,229876,6.64,24-11-2022,08-11-2023,15263.77,47157,39182,"60,30,180,150,0,0,120,0,0,0,60,180,0,60,0,180,0,0,0,0,0,0,0,150,0,0,0,0,180,0",3537,70096
636,5179,19-04-2023,22,317,Personal Loan,153863,8.67,11-10-2022,07-09-2023,13339.92,7746,232,"90,60,120,0,0,60,0,0,0,0,60,0,60,0,0,180,120,0,0,30,150,0,0,60,0,0,0,0,0,30",5322,21268
637,3301,25-12-2022,38,400,Auto Loan,228985,14.68,18-03-2023,04-05-2024,33615.0,17233,9950,"180,0,120,90,0,150,0,0,120,0,0,0,120,0,90,0,0,90,180,0,0,0,0,0,60,150,0,0,0,0",14896,73349
638,4962,15-02-2023,39,429,Personal Loan,617545,14.49,04-08-2022,12-09-2023,89482.27,53434,3622,"150,0,0,0,0,0,180,0,0,60,30,0,0,60,0,0,150,120,30,0,0,0,30,60,0,0,0,150,0,150",41409,41978
639,4374,31-03-2023,59,762,Auto Loan,579172,11.6,28-08-2022,15-03-2024,67183.95,7517,2474,"0,0,0,0,30,0,120,120,0,0,0,0,0,180,0,0,0,0,0,60,0,120,180,0,30,120,180,150,0,0",5552,24453
640,4111,07-04-2023,60,899,Home Loan,173202,14.26,20-05-2023,23-01-2024,24698.61,68828,8457,"0,30,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,0,30,0,0,0,0,60,150,0,0,60,0,0",52268,44305
641,7884,06-06-2023,45,383,Auto Loan,754438,9.97,25-03-2023,29-06-2023,75217.47,44263,9484,"0,150,120,0,180,0,0,0,0,0,0,0,150,0,0,0,30,30,0,0,30,0,0,180,150,0,120,150,0,0",31868,44173
642,4979,17-12-2022,27,830,Home Loan,356800,5.24,13-07-2022,08-04-2024,18696.32,47869,7521,"60,0,0,90,0,0,0,60,120,0,0,0,180,0,0,90,90,30,0,0,0,0,0,0,180,0,0,30,0,0",27980,79242
643,7251,03-06-2023,51,775,Home Loan,465201,7.84,22-02-2023,28-06-2023,36471.76,13561,1981,"0,0,0,30,0,0,180,0,0,30,0,0,0,30,150,0,150,180,0,90,0,0,60,0,0,0,90,0,0,0",6885,33552
644,8790,05-03-2023,28,612,Home Loan,429048,8.35,18-10-2022,18-10-2023,35825.51,53295,44728,"0,60,0,0,0,60,60,0,0,0,60,0,0,0,0,120,0,0,0,30,0,150,180,30,0,0,0,60,150,60",11384,73596
645,8258,17-04-2023,48,308,Auto Loan,528519,9.36,01-05-2023,24-04-2024,49469.38,21958,18737,"0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,90,60,0,0,180,0,0,150,0,0,0,0,150,0,120",1781,98650
646,6479,18-06-2023,24,306,Auto Loan,955474,12.39,09-07-2022,31-08-2023,118383.23,94384,79494,"0,0,0,0,0,90,0,0,0,180,0,0,0,0,0,0,0,150,60,30,30,120,0,0,0,0,0,0,0,120",30863,87629
647,3220,01-07-2022,36,329,Home Loan,947833,10.28,28-06-2022,15-05-2024,97437.23,85819,38354,"0,0,60,90,0,0,0,60,180,0,150,0,0,180,0,0,0,30,0,60,60,0,0,0,0,0,60,0,30,0",6297,47308
648,2581,05-11-2022,27,770,Auto Loan,219415,5.65,19-04-2023,03-07-2023,12396.95,76972,60920,"150,0,30,0,0,0,0,0,0,0,0,0,0,60,0,0,0,180,0,0,60,150,0,180,0,150,180,0,150,0",74662,31889
649,6899,02-02-2023,32,350,Auto Loan,665819,9.47,01-03-2023,27-01-2024,63053.06,32651,2605,"0,0,0,0,0,0,0,90,180,150,90,0,0,120,120,150,90,0,150,0,0,0,60,0,60,120,0,150,30,0",10909,32001
650,3584,25-03-2023,31,402,Home Loan,418607,14.68,08-07-2022,13-04-2024,61451.51,85390,38053,"0,90,120,90,150,0,150,120,30,30,0,180,0,0,0,180,60,150,120,0,0,0,0,0,120,150,0,0,90,0",48476,27242
651,6980,02-06-2023,56,840,Personal Loan,261754,11.93,28-06-2022,26-01-2024,31227.25,19547,14258,"0,120,0,0,0,120,60,0,0,0,0,30,30,180,180,0,180,0,0,0,90,0,0,0,90,120,0,0,0,0",11571,46597
652,4180,26-05-2023,59,450,Auto Loan,236887,12.89,25-07-2022,02-09-2023,30534.73,67380,32600,"0,0,0,0,120,120,150,0,0,0,0,120,0,150,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,30",66876,16387
653,5529,03-11-2022,53,747,Personal Loan,277515,12.46,07-06-2023,05-11-2023,34578.37,45636,19402,"0,0,0,90,180,120,0,0,60,0,0,0,30,0,30,0,0,60,0,0,0,0,0,0,0,60,30,60,0,0",9299,76318
654,9154,10-03-2023,48,847,Auto Loan,805613,7.41,26-12-2022,22-06-2023,59695.92,87432,33309,"180,90,0,0,0,0,0,60,120,60,0,0,0,30,0,0,150,0,0,0,0,180,60,0,150,0,180,0,180,0",79262,26436
655,1111,21-06-2022,36,350,Auto Loan,712805,10.91,11-09-2022,28-04-2024,77767.03,69241,39926,"0,120,0,150,0,0,120,0,0,0,0,120,0,0,90,180,30,180,0,0,0,0,180,0,0,0,0,0,120,60",68508,98632
656,6917,24-01-2023,36,464,Auto Loan,974475,12.11,11-12-2022,20-07-2023,118008.92,2606,2506,"180,120,0,0,0,120,0,0,30,90,0,180,120,60,60,90,0,0,0,60,0,90,0,0,30,0,0,120,60,0",600,91023
657,5516,25-04-2023,39,877,Auto Loan,487214,11.97,12-10-2022,18-12-2023,58319.52,51398,39918,"0,150,0,120,0,0,0,0,0,0,0,180,0,180,150,90,90,0,0,0,0,180,30,0,0,0,30,60,90,0",16628,59274
658,8672,25-09-2022,50,438,Auto Loan,942153,11.21,11-11-2022,23-04-2024,105615.35,86080,44238,"60,0,180,0,0,0,0,150,30,0,90,0,60,0,0,90,180,90,30,90,0,0,60,180,0,0,0,150,0,0",17031,92484
659,7780,06-04-2023,52,698,Auto Loan,105433,7.05,13-09-2022,30-08-2023,7433.03,76194,6869,"0,0,0,0,0,0,0,0,90,60,90,120,90,0,0,150,0,0,0,0,0,0,0,0,0,0,120,0,0,90",59838,84884
660,4013,24-12-2022,30,634,Auto Loan,246017,11.91,16-06-2023,22-03-2024,29300.62,1011,980,"120,0,60,0,120,90,0,150,90,0,0,0,180,0,30,0,0,0,0,0,0,0,0,180,180,90,0,0,0,0",863,99420
661,2747,09-06-2023,46,721,Personal Loan,415663,13.19,29-06-2022,10-01-2024,54825.95,76196,57364,"120,0,0,60,180,0,0,0,150,0,30,0,150,150,0,150,0,30,90,0,180,180,0,120,0,0,180,0,180,0",57547,46243
662,3413,02-12-2022,26,891,Home Loan,570368,14.62,10-06-2023,05-03-2024,83387.8,37359,12479,"90,0,60,180,0,90,60,30,0,0,0,0,180,0,0,90,90,0,0,150,0,30,0,90,30,0,120,30,120,90",17036,80949
663,3250,15-04-2023,55,898,Auto Loan,859064,7.64,19-06-2023,12-03-2024,65632.49,21111,6686,"0,0,0,0,0,0,90,90,0,0,0,180,0,90,0,90,60,180,0,0,0,0,0,30,0,60,180,0,60,0",4646,19153
664,7583,23-06-2022,48,884,Personal Loan,10870,13.47,22-12-2022,14-07-2023,1464.19,53400,19471,"150,0,0,30,0,0,0,60,0,60,0,0,0,60,30,90,180,0,60,0,0,30,180,30,0,0,60,150,0,150",32625,40892
665,3374,27-12-2022,28,365,Home Loan,766986,6.95,18-01-2023,31-10-2023,53305.53,61194,22693,"60,180,0,0,0,0,0,0,0,150,150,90,90,60,150,120,60,0,0,30,150,0,0,0,0,0,0,0,0,0",8490,46260
666,4661,10-09-2022,42,829,Home Loan,961966,9.5,28-11-2022,23-04-2024,91386.77,96466,36598,"150,180,180,60,150,0,0,0,0,120,60,120,0,0,0,0,0,0,90,0,0,180,0,0,0,90,120,0,120,90",38231,30799
667,5799,23-08-2022,56,766,Personal Loan,885022,9.45,15-07-2022,12-09-2023,83634.58,95648,39256,"0,0,0,0,0,150,180,0,0,0,0,90,120,0,0,0,0,0,180,0,0,0,0,180,0,30,30,120,60,0",76359,64039
668,6072,27-05-2023,33,420,Auto Loan,910470,9.17,11-03-2023,07-05-2024,83490.1,30542,28031,"90,30,0,0,180,0,0,30,0,0,0,0,150,60,0,0,0,0,0,30,0,0,0,120,90,0,30,0,180,60",28577,47596
669,7530,09-06-2023,37,553,Personal Loan,268343,10.39,10-01-2023,09-02-2024,27880.84,94268,11305,"0,0,0,0,0,60,0,0,0,150,0,180,150,0,0,0,0,0,30,120,0,120,0,30,0,30,0,0,0,90",77059,59734
670,7094,11-01-2023,28,660,Auto Loan,718210,6.23,07-04-2023,08-06-2024,44744.48,12529,8112,"0,0,0,0,0,0,120,90,30,180,90,150,30,0,120,180,120,150,180,90,0,0,0,90,0,180,0,60,0,120",8198,31356
671,9464,15-06-2023,40,583,Personal Loan,781556,8.88,22-12-2022,07-02-2024,69402.17,20751,14170,"0,0,0,90,120,0,0,180,60,0,0,120,30,0,180,0,0,0,0,90,0,180,90,150,0,0,0,0,0,90",963,39262
672,3648,29-04-2023,37,321,Auto Loan,290736,12.95,26-06-2022,05-09-2023,37650.31,47211,9836,"150,90,0,0,0,0,0,60,0,180,0,150,90,0,0,90,120,0,60,30,120,180,120,90,0,30,60,30,0,0",39056,53431
673,7479,07-11-2022,50,372,Personal Loan,912780,5.22,04-01-2023,19-11-2023,47647.12,33306,16061,"0,0,0,0,0,0,30,0,0,0,0,120,180,0,0,180,0,0,0,0,90,0,0,0,0,90,0,150,90,0",19440,87665
674,6157,11-05-2023,30,868,Home Loan,242685,11.52,29-07-2022,08-10-2023,27957.31,17356,949,"0,60,0,90,0,0,90,90,30,0,0,0,180,0,60,180,150,0,0,0,0,0,0,0,0,120,90,180,0,180",4557,69659
675,5293,03-05-2023,30,429,Personal Loan,22078,7.95,02-03-2023,04-01-2024,1755.2,92756,76592,"0,0,150,0,0,0,120,120,120,0,0,0,0,150,0,150,0,0,0,0,60,90,0,0,0,0,0,0,0,0",44874,33851
676,1728,07-06-2023,47,662,Auto Loan,416617,13.86,29-04-2023,12-10-2023,57743.12,54867,9340,"0,0,90,0,0,0,0,30,90,60,60,150,0,0,0,0,0,150,0,150,0,0,0,90,90,30,120,0,120,0",46211,92632
677,1669,28-01-2023,24,773,Home Loan,50986,10.01,04-05-2023,29-06-2023,5103.7,68296,68067,"0,0,180,0,0,0,30,0,150,0,60,150,0,0,120,120,90,180,0,0,0,0,0,0,0,0,150,0,0,60",24635,51044
678,1324,14-01-2023,36,709,Auto Loan,708118,6.35,19-01-2023,26-12-2023,44965.49,52550,14066,"0,0,0,0,180,0,0,90,90,90,60,60,0,30,120,0,0,60,90,0,150,0,180,0,0,90,0,0,0,0",29664,66887
679,9307,30-05-2023,59,564,Home Loan,325395,12.78,02-11-2022,19-10-2023,41585.48,23892,12150,"90,120,0,120,120,0,60,30,0,0,60,0,0,0,0,90,90,0,0,150,120,0,0,0,0,60,0,90,30,120",21896,23763
680,4240,02-07-2022,39,754,Home Loan,466580,7.65,13-02-2023,17-11-2023,35693.37,24174,10984,"0,0,0,0,0,0,60,60,0,0,0,0,150,0,0,0,0,0,150,90,0,120,90,0,0,60,0,0,0,0",7082,33690
681,4880,15-03-2023,31,894,Auto Loan,490341,5.98,21-11-2022,31-01-2024,29322.39,72551,44937,"0,0,0,30,0,0,30,150,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,90,180,120,0,30,0,0",37217,94142
682,5705,30-09-2022,55,361,Home Loan,360534,12.6,24-08-2022,28-05-2024,45427.28,80367,49530,"150,0,60,120,0,0,30,0,180,90,0,0,60,0,60,0,90,120,30,0,0,0,30,0,0,0,60,0,0,0",29469,47222
683,9911,14-07-2022,31,405,Personal Loan,662054,7.31,11-06-2023,25-12-2023,48396.15,18627,17688,"0,0,0,0,60,0,90,0,150,90,0,0,0,150,0,60,0,0,0,120,30,120,0,0,0,0,0,0,0,0",2191,74835
684,9989,18-02-2023,52,349,Personal Loan,913472,14.53,08-02-2023,20-09-2023,132727.48,53331,51297,"180,0,0,0,120,0,0,120,0,0,0,0,150,30,0,0,0,0,120,0,60,0,0,0,0,0,150,0,30,0",37694,41659
685,9359,26-11-2022,40,868,Home Loan,208217,12.56,10-04-2023,31-07-2023,26152.06,28618,14877,"0,0,150,0,60,30,120,150,120,60,0,0,0,0,0,150,60,0,30,0,0,0,180,60,0,0,0,0,0,0",12666,37280
686,8972,27-04-2023,20,664,Auto Loan,948188,12.4,16-09-2022,24-01-2024,117575.31,26973,13075,"0,0,0,0,0,120,0,120,180,0,120,0,0,0,0,0,150,180,0,0,60,120,0,0,60,0,60,0,0,0",20711,48554
687,2970,26-09-2022,24,493,Auto Loan,354377,8.96,25-11-2022,28-06-2023,31752.18,76268,51833,"150,0,90,0,0,0,0,0,0,0,90,60,30,0,0,120,90,0,0,90,0,180,0,0,180,30,150,180,0,180",39465,76393
